transaction_id,transaction_date,customer_id,product_name,quantity,price,payment_method,transaction_status,total_amount,value_tier,transaction_day_of_week,Manager,Branch,City,Country,lat,lon,transaction_month,order_period_num,cohort_month,cohort_index
T54178,2024-01-04,C2785,Laptop,1.0,524.3963263783307,Creditcard,Not specified,524.3963263783307,Low,Thursday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2024-01,24289,2020-04,45
T54182,2025-01-21,C3420,Headphones,1.0,528.3910851569777,Creditcard,Failed,528.3910851569777,Low,Tuesday,John,Branch B,Vienna,Austria,48.2082,16.3738,2025-01,24301,2020-07,54
T54185,2021-11-29,C3574,Smartphone,1.0,527.445927875622,Creditcard,Completed,527.445927875622,Low,Monday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2021-11,24263,2020-02,21
T54190,2020-02-22,C2112,Smartphone,1.0,644.639334530011,Paypal,Completed,644.639334530011,Medium,Saturday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2020-02,24242,2020-02,0
T54191,2024-09-13,C2256,Smartphone,716.0,527.445927875622,Creditcard,Completed,377651.2843589454,High,Friday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2024-09,24297,2020-12,45
T54195,2024-05-10,C3409,Laptop,1.0,507.2043563026335,Creditcard,Pending,507.2043563026335,Low,Friday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2024-05,24293,2020-07,46
T54198,2024-11-24,C681,Tablet,517.0,973.3025080171471,Cash,Completed,503197.39664486505,High,Sunday,Michael,Branch C,Paris,France,48.8566,2.3522,2024-11,24299,2020-08,51
T54199,2023-10-26,C3921,Tablet,4.0,519.1465190119866,Creditcard,Completed,2076.5860760479463,Medium,Thursday,Michael,Branch C,Paris,France,48.8566,2.3522,2023-10,24286,2020-05,41
T54200,2024-11-06,C1559,Smartphone,9.0,811.5775302923868,Paypal,Pending,7304.197772631481,High,Wednesday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2024-11,24299,2020-01,58
T54201,2020-05-01,C4930,Laptop,401.0,524.3963263783307,Paypal,Completed,210282.92687771062,High,Friday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2020-05,24245,2020-01,4
T54208,2022-02-11,C2336,Laptop,440.0,524.3963263783307,Cash,Not specified,230734.38360646553,High,Friday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2022-02,24266,2021-05,9
T54212,2021-02-03,C017,Coffee Machine,218.0,701.5287355944413,Paypal,Pending,152933.2643595882,High,Wednesday,John,Branch B,Berlin,Germany,52.52,13.405,2021-02,24254,2020-05,9
T54224,2020-12-19,C3263,Laptop,1.0,524.3963263783307,Paypal,Pending,524.3963263783307,Low,Saturday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2020-12,24252,2020-01,11
T54226,2022-07-09,C2143,Laptop,3.0,422.4003428299838,Paypal,Failed,1267.2010284899513,Medium,Saturday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2022-07,24271,2020-08,23
T54229,2024-04-29,C4733,Smartphone,6.0,527.445927875622,Paypal,Completed,3164.675567253732,Medium,Monday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2024-04,24292,2020-01,51
T54230,2022-12-04,C833,Headphones,1.0,528.3910851569777,Paypal,Completed,528.3910851569777,Low,Sunday,John,Branch B,Vienna,Austria,48.2082,16.3738,2022-12,24276,2021-01,23
T54231,2025-01-23,C4893,Coffee Machine,8.0,520.8493387401068,Paypal,Completed,4166.794709920854,Medium,Thursday,John,Branch B,Berlin,Germany,52.52,13.405,2025-01,24301,2022-05,32
T54232,2023-06-09,C3878,Headphones,1.0,528.3910851569777,Creditcard,Completed,528.3910851569777,Low,Friday,John,Branch B,Vienna,Austria,48.2082,16.3738,2023-06,24282,2022-07,11
T54233,2024-11-25,C3838,Laptop,9.0,524.3963263783307,Paypal,Failed,4719.566937404977,Medium,Monday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2024-11,24299,2021-11,36
T54234,2021-12-10,C4137,Tablet,1.0,519.1465190119866,Creditcard,Completed,519.1465190119866,Low,Friday,Michael,Branch C,Paris,France,48.8566,2.3522,2021-12,24264,2020-09,15
T54251,2020-03-12,C1818,Tablet,9.0,519.1465190119866,Creditcard,Completed,4672.31867110788,Medium,Thursday,Michael,Branch C,Paris,France,48.8566,2.3522,2020-03,24243,2020-03,0
T54252,2023-05-10,C2808,Tablet,472.0,519.1465190119866,Cash,Completed,245037.15697365766,High,Wednesday,Michael,Branch C,Paris,France,48.8566,2.3522,2023-05,24281,2021-04,25
T54253,2022-07-15,C1434,Smartphone,234.0,527.445927875622,Paypal,Completed,123422.34712289556,High,Friday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2022-07,24271,2020-12,19
T54256,2020-06-02,C2243,Headphones,9.0,394.5073705399552,Paypal,Failed,3550.566334859597,Medium,Tuesday,John,Branch B,Vienna,Austria,48.2082,16.3738,2020-06,24246,2020-06,0
T54259,2024-07-19,C3090,Headphones,1.0,528.3910851569777,Cash,Completed,528.3910851569777,Low,Friday,John,Branch B,Vienna,Austria,48.2082,16.3738,2024-07,24295,2021-04,39
T54262,2024-03-03,C1213,Headphones,2.0,959.3530996485422,Paypal,Completed,1918.7061992970844,Medium,Sunday,John,Branch B,Vienna,Austria,48.2082,16.3738,2024-03,24291,2020-12,39
T54263,2021-08-13,C2397,Headphones,1.0,528.3910851569777,Cash,Pending,528.3910851569777,Low,Friday,John,Branch B,Vienna,Austria,48.2082,16.3738,2021-08,24260,2020-07,13
T54273,2020-08-12,C4551,Laptop,350.0,333.0931876459928,Creditcard,Completed,116582.61567609748,High,Wednesday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2020-08,24248,2020-08,0
T54278,2024-01-13,C2801,Coffee Machine,840.0,439.99,Creditcard,Pending,369591.60000000003,High,Saturday,John,Branch B,Berlin,Germany,52.52,13.405,2024-01,24289,2020-04,45
T54284,2022-11-05,C1592,Laptop,275.0,873.8161698796473,Paypal,Not specified,240299.446716903,High,Saturday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2022-11,24275,2021-11,12
T54286,2021-10-04,C3131,Coffee Machine,340.0,520.8493387401068,Creditcard,Completed,177088.7751716363,High,Monday,John,Branch B,Berlin,Germany,52.52,13.405,2021-10,24262,2020-09,13
T54288,2020-10-09,C1710,Tablet,1.0,584.9272375407593,Creditcard,Completed,584.9272375407593,Medium,Friday,Michael,Branch C,Paris,France,48.8566,2.3522,2020-10,24250,2020-10,0
T54291,2023-01-30,C2920,Coffee Machine,6.0,520.8493387401068,Paypal,Completed,3125.0960324406406,Medium,Monday,John,Branch B,Berlin,Germany,52.52,13.405,2023-01,24277,2020-01,36
T54295,2024-07-13,C4148,Headphones,475.0,528.3910851569777,Creditcard,Pending,250985.76544956444,High,Saturday,John,Branch B,Vienna,Austria,48.2082,16.3738,2024-07,24295,2020-08,47
T54296,2021-11-28,C2665,Headphones,7.0,528.3910851569777,Creditcard,Completed,3698.7375960988443,Medium,Sunday,John,Branch B,Vienna,Austria,48.2082,16.3738,2021-11,24263,2020-03,20
T54297,2021-08-24,C729,Tablet,4.0,519.1465190119866,Paypal,Completed,2076.5860760479463,Medium,Tuesday,Michael,Branch C,Paris,France,48.8566,2.3522,2021-08,24260,2020-11,9
T54301,2024-01-30,C1474,Tablet,498.0,519.1465190119866,Paypal,Pending,258534.96646796932,High,Tuesday,Michael,Branch C,Paris,France,48.8566,2.3522,2024-01,24289,2020-08,41
T54309,2020-05-09,C1939,Coffee Machine,1.0,520.8493387401068,Creditcard,Not specified,520.8493387401068,Low,Saturday,John,Branch B,Berlin,Germany,52.52,13.405,2020-05,24245,2020-05,0
T54314,2024-10-09,C619,Coffee Machine,1.0,854.1671588568936,Creditcard,Not specified,854.1671588568936,Medium,Wednesday,John,Branch B,Berlin,Germany,52.52,13.405,2024-10,24298,2021-03,43
T54315,2021-10-19,C2956,Smartphone,1.0,527.445927875622,Cash,Completed,527.445927875622,Low,Tuesday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2021-10,24262,2021-10,0
T54323,2023-08-02,C2440,Coffee Machine,798.0,811.1496367362819,Creditcard,Pending,647297.410115553,High,Wednesday,John,Branch B,Berlin,Germany,52.52,13.405,2023-08,24284,2020-04,40
T54329,2021-10-31,C2888,Tablet,4.0,519.1465190119866,Paypal,Failed,2076.5860760479463,Medium,Sunday,Michael,Branch C,Paris,France,48.8566,2.3522,2021-10,24262,2021-10,0
T54336,2022-07-01,C509,Tablet,627.0,519.1465190119866,Cash,Completed,325504.86742051557,High,Friday,Michael,Branch C,Paris,France,48.8566,2.3522,2022-07,24271,2020-09,22
T54338,2022-04-21,C248,Laptop,3.0,524.3963263783307,Paypal,Completed,1573.1889791349922,Medium,Thursday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2022-04,24268,2020-12,16
T54340,2024-09-02,C901,Laptop,1.0,849.1947291963158,Paypal,Completed,849.1947291963158,Medium,Monday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2024-09,24297,2021-05,40
T54345,2021-04-24,C392,Coffee Machine,609.0,956.831376326941,Paypal,Failed,582710.3081831071,High,Saturday,John,Branch B,Berlin,Germany,52.52,13.405,2021-04,24256,2020-02,14
T54347,2020-04-20,C268,Headphones,5.0,528.3910851569777,Creditcard,Completed,2641.9554257848886,Medium,Monday,John,Branch B,Vienna,Austria,48.2082,16.3738,2020-04,24244,2020-02,2
T54348,2020-09-05,C4101,Laptop,1.0,911.8398888047324,Creditcard,Completed,911.8398888047324,Medium,Saturday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2020-09,24249,2020-05,4
T54349,2023-12-30,C3846,Coffee Machine,919.0,520.8493387401068,Paypal,Not specified,478660.54230215814,High,Saturday,John,Branch B,Berlin,Germany,52.52,13.405,2023-12,24288,2020-05,43
T54353,2020-06-08,C470,Tablet,179.0,798.6929311050973,Creditcard,Not specified,142966.0346678124,High,Monday,Michael,Branch C,Paris,France,48.8566,2.3522,2020-06,24246,2020-06,0
T54356,2021-08-26,C4488,Laptop,705.0,524.3963263783307,Creditcard,Completed,369699.4100967232,High,Thursday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2021-08,24260,2020-08,12
T54366,2024-06-14,C3054,Laptop,478.0,524.3963263783307,Creditcard,Completed,250661.44400884208,High,Friday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2024-06,24294,2020-01,53
T54378,2020-08-11,C3144,Smartphone,10.0,527.445927875622,Creditcard,Pending,5274.459278756221,Medium,Tuesday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2020-08,24248,2020-08,0
T54380,2020-05-11,C1453,Tablet,2.0,519.1465190119866,Creditcard,Failed,1038.2930380239732,Medium,Monday,Michael,Branch C,Paris,France,48.8566,2.3522,2020-05,24245,2020-04,1
T54385,2020-06-05,C2087,Laptop,464.0,850.906099672402,Creditcard,Completed,394820.4302479945,High,Friday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2020-06,24246,2020-06,0
T54395,2020-01-16,C3471,Coffee Machine,5.0,754.7275206075903,Paypal,Completed,3773.6376030379515,Medium,Thursday,John,Branch B,Berlin,Germany,52.52,13.405,2020-01,24241,2020-01,0
T54400,2023-09-01,C4767,Coffee Machine,9.0,699.2686997471811,Paypal,Failed,6293.41829772463,High,Friday,John,Branch B,Berlin,Germany,52.52,13.405,2023-09,24285,2020-05,40
T54407,2024-04-05,C4235,Coffee Machine,4.0,520.8493387401068,Paypal,Completed,2083.397354960427,Medium,Friday,John,Branch B,Berlin,Germany,52.52,13.405,2024-04,24292,2020-01,51
T54408,2024-02-25,C2511,Headphones,914.0,394.5073705399552,Paypal,Failed,360579.7366735191,High,Sunday,John,Branch B,Vienna,Austria,48.2082,16.3738,2024-02,24290,2020-09,41
T54412,2020-07-06,C1773,Smartphone,9.0,527.445927875622,Paypal,Completed,4747.013350880598,Medium,Monday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2020-07,24247,2020-07,0
T54413,2023-03-22,C417,Headphones,1.0,528.3910851569777,Creditcard,Completed,528.3910851569777,Low,Wednesday,John,Branch B,Vienna,Austria,48.2082,16.3738,2023-03,24279,2021-07,20
T54415,2024-11-04,C4255,Headphones,712.0,528.3910851569777,Cash,Failed,376214.45263176813,High,Monday,John,Branch B,Vienna,Austria,48.2082,16.3738,2024-11,24299,2020-04,55
T54416,2024-12-02,C370,Smartphone,1.0,527.445927875622,Creditcard,Not specified,527.445927875622,Low,Monday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2024-12,24300,2020-05,55
T54417,2021-09-18,C080,Tablet,822.0,151.99924180501813,Paypal,Pending,124943.3767637249,High,Saturday,Michael,Branch C,Paris,France,48.8566,2.3522,2021-09,24261,2021-09,0
T54422,2023-04-17,C3494,Smartphone,8.0,527.445927875622,Creditcard,Completed,4219.567423004976,Medium,Monday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2023-04,24280,2021-12,16
T54429,2023-08-08,C1880,Smartphone,7.0,527.445927875622,Cash,Not specified,3692.121495129354,Medium,Tuesday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2023-08,24284,2020-03,41
T54432,2021-04-25,C4465,Smartphone,5.0,205.2861092954243,Cash,Completed,1026.4305464771214,Medium,Sunday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2021-04,24256,2021-04,0
T54436,2020-02-21,C2450,Coffee Machine,1.0,520.8493387401068,Creditcard,Completed,520.8493387401068,Low,Friday,John,Branch B,Berlin,Germany,52.52,13.405,2020-02,24242,2020-02,0
T54439,2024-11-27,C2520,Coffee Machine,10.0,520.8493387401068,Paypal,Completed,5208.493387401068,Medium,Wednesday,John,Branch B,Berlin,Germany,52.52,13.405,2024-11,24299,2020-12,47
T54440,2024-09-17,C2517,Laptop,1.0,524.3963263783307,Creditcard,Pending,524.3963263783307,Low,Tuesday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2024-09,24297,2020-05,52
T54442,2022-03-12,C135,Headphones,1.0,595.76947913934,Paypal,Not specified,595.76947913934,Medium,Saturday,John,Branch B,Vienna,Austria,48.2082,16.3738,2022-03,24267,2020-10,17
T54446,2022-11-06,C643,Headphones,1.0,528.3910851569777,Creditcard,Pending,528.3910851569777,Low,Sunday,John,Branch B,Vienna,Austria,48.2082,16.3738,2022-11,24275,2020-01,34
T54454,2024-09-25,C1321,Laptop,1.0,741.2206060868881,Paypal,Completed,741.2206060868881,Medium,Wednesday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2024-09,24297,2020-01,56
T54456,2020-11-25,C2498,Tablet,1.0,528.2231843637958,Paypal,Completed,528.2231843637958,Low,Wednesday,Michael,Branch C,Paris,France,48.8566,2.3522,2020-11,24251,2020-10,1
T54460,2024-09-20,C1164,Laptop,581.0,419.99508963757455,Paypal,Completed,244017.1470794308,High,Friday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2024-09,24297,2020-04,53
T54463,2022-08-09,C292,Smartphone,895.0,527.445927875622,Paypal,Not specified,472064.10544868174,High,Tuesday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2022-08,24272,2021-07,13
T54467,2020-10-18,C4686,Smartphone,280.0,527.445927875622,Cash,Pending,147684.85980517417,High,Sunday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2020-10,24250,2020-04,6
T54471,2023-01-29,C4920,Coffee Machine,186.0,520.8493387401068,Paypal,Completed,96877.97700565986,High,Sunday,John,Branch B,Berlin,Germany,52.52,13.405,2023-01,24277,2020-01,36
T54472,2021-09-22,C2131,Smartphone,365.0,527.445927875622,Creditcard,Pending,192517.76367460203,High,Wednesday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2021-09,24261,2020-10,11
T54474,2022-08-31,C3976,Coffee Machine,149.0,339.3937770359268,Cash,Completed,50569.672778353095,High,Wednesday,John,Branch B,Berlin,Germany,52.52,13.405,2022-08,24272,2022-08,0
T54478,2023-12-04,C601,Tablet,949.0,519.1465190119866,Paypal,Completed,492670.0465423753,High,Monday,Michael,Branch C,Paris,France,48.8566,2.3522,2023-12,24288,2020-02,46
T54479,2024-02-23,C1126,Coffee Machine,255.0,520.8493387401068,Creditcard,Completed,132816.58137872722,High,Friday,John,Branch B,Berlin,Germany,52.52,13.405,2024-02,24290,2020-02,48
T54483,2024-05-11,C547,Headphones,5.0,528.3910851569777,Creditcard,Pending,2641.9554257848886,Medium,Saturday,John,Branch B,Vienna,Austria,48.2082,16.3738,2024-05,24293,2020-03,50
T54488,2024-10-03,C2262,Coffee Machine,447.0,520.8493387401068,Paypal,Failed,232819.65441682772,High,Thursday,John,Branch B,Berlin,Germany,52.52,13.405,2024-10,24298,2020-07,51
T54489,2020-07-13,C1546,Tablet,1.0,858.6053754023466,Creditcard,Not specified,858.6053754023466,Medium,Monday,Michael,Branch C,Paris,France,48.8566,2.3522,2020-07,24247,2020-07,0
T54495,2022-10-17,C2846,Tablet,1.0,519.1465190119866,Paypal,Completed,519.1465190119866,Low,Monday,Michael,Branch C,Paris,France,48.8566,2.3522,2022-10,24274,2020-11,23
T54510,2020-10-23,C1281,Coffee Machine,922.0,520.8493387401068,Creditcard,Completed,480223.0903183784,High,Friday,John,Branch B,Berlin,Germany,52.52,13.405,2020-10,24250,2020-06,4
T54511,2023-12-01,C2853,Tablet,1.0,519.1465190119866,Cash,Failed,519.1465190119866,Low,Friday,Michael,Branch C,Paris,France,48.8566,2.3522,2023-12,24288,2020-03,45
T54513,2021-12-03,C4190,Coffee Machine,1.0,453.8595607640347,Creditcard,Pending,453.8595607640347,Low,Friday,John,Branch B,Berlin,Germany,52.52,13.405,2021-12,24264,2020-01,23
T54522,2020-03-01,C3972,Laptop,1.0,524.3963263783307,Paypal,Failed,524.3963263783307,Low,Sunday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2020-03,24243,2020-03,0
T54527,2020-10-24,C2611,Headphones,449.0,528.3910851569777,Cash,Pending,237247.597235483,High,Saturday,John,Branch B,Vienna,Austria,48.2082,16.3738,2020-10,24250,2020-10,0
T54548,2024-09-24,C2539,Tablet,7.0,326.7955807733448,Creditcard,Completed,2287.5690654134137,Medium,Tuesday,Michael,Branch C,Paris,France,48.8566,2.3522,2024-09,24297,2020-02,55
T54550,2020-12-20,C1095,Headphones,1.0,846.4744304370219,Paypal,Completed,846.4744304370219,Medium,Sunday,John,Branch B,Vienna,Austria,48.2082,16.3738,2020-12,24252,2020-01,11
T54556,2020-08-03,C2394,Headphones,1.0,799.1187328333642,Paypal,Completed,799.1187328333642,Medium,Monday,John,Branch B,Vienna,Austria,48.2082,16.3738,2020-08,24248,2020-08,0
T54558,2023-04-03,C4120,Tablet,3.0,519.1465190119866,Creditcard,Completed,1557.4395570359598,Medium,Monday,Michael,Branch C,Paris,France,48.8566,2.3522,2023-04,24280,2020-03,37
T54559,2021-07-07,C3996,Smartphone,934.0,914.8495520208146,Paypal,Failed,854469.4815874408,High,Wednesday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2021-07,24259,2021-07,0
T54560,2021-07-22,C3905,Smartphone,5.0,527.445927875622,Paypal,Not specified,2637.2296393781103,Medium,Thursday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2021-07,24259,2020-03,16
T54562,2021-04-21,C2275,Headphones,1.0,647.9420617503895,Creditcard,Completed,647.9420617503895,Medium,Wednesday,John,Branch B,Vienna,Austria,48.2082,16.3738,2021-04,24256,2021-04,0
T54564,2023-12-12,C1350,Coffee Machine,712.0,520.8493387401068,Paypal,Failed,370844.72918295604,High,Tuesday,John,Branch B,Berlin,Germany,52.52,13.405,2023-12,24288,2021-02,34
T54567,2024-06-06,C026,Laptop,154.0,524.3963263783307,Creditcard,Pending,80757.03426226294,High,Thursday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2024-06,24294,2020-03,51
T54568,2022-08-27,C979,Coffee Machine,6.0,520.8493387401068,Creditcard,Completed,3125.0960324406406,Medium,Saturday,John,Branch B,Berlin,Germany,52.52,13.405,2022-08,24272,2020-02,30
T54575,2024-06-29,C2266,Coffee Machine,10.0,520.8493387401068,Creditcard,Not specified,5208.493387401068,Medium,Saturday,John,Branch B,Berlin,Germany,52.52,13.405,2024-06,24294,2020-07,47
T54580,2024-08-04,C4128,Smartphone,510.0,527.445927875622,Paypal,Pending,268997.42321656726,High,Sunday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2024-08,24296,2020-05,51
T54584,2022-07-04,C2425,Laptop,721.0,524.3963263783307,Creditcard,Completed,378089.75131877646,High,Monday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2022-07,24271,2020-03,28
T54586,2023-02-28,C1344,Headphones,1.0,528.3910851569777,Paypal,Completed,528.3910851569777,Low,Tuesday,John,Branch B,Vienna,Austria,48.2082,16.3738,2023-02,24278,2020-03,35
T54588,2022-06-25,C3179,Coffee Machine,1.0,520.8493387401068,Paypal,Not specified,520.8493387401068,Low,Saturday,John,Branch B,Berlin,Germany,52.52,13.405,2022-06,24270,2020-03,27
T54589,2024-01-20,C1906,Headphones,1.0,528.3910851569777,Cash,Not specified,528.3910851569777,Low,Saturday,John,Branch B,Vienna,Austria,48.2082,16.3738,2024-01,24289,2023-10,3
T54598,2023-07-28,C1642,Headphones,9.0,528.3910851569777,Creditcard,Not specified,4755.5197664128,Medium,Friday,John,Branch B,Vienna,Austria,48.2082,16.3738,2023-07,24283,2022-08,11
T54599,2020-11-12,C066,Tablet,194.0,268.89522151245376,Paypal,Pending,52165.67297341603,High,Thursday,Michael,Branch C,Paris,France,48.8566,2.3522,2020-11,24251,2020-01,10
T54600,2023-10-17,C2352,Coffee Machine,8.0,800.26,Paypal,Not specified,6402.08,High,Tuesday,John,Branch B,Berlin,Germany,52.52,13.405,2023-10,24286,2022-11,11
T54602,2024-09-18,C2897,Tablet,946.0,519.1465190119866,Creditcard,Failed,491112.6069853393,High,Wednesday,Michael,Branch C,Paris,France,48.8566,2.3522,2024-09,24297,2020-03,54
T54616,2024-12-25,C3008,Laptop,1.0,641.3711976915905,Paypal,Not specified,641.3711976915905,Medium,Wednesday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2024-12,24300,2021-06,42
T54618,2020-11-23,C1564,Coffee Machine,151.0,297.5217018361649,Creditcard,Not specified,44925.776977260895,High,Monday,John,Branch B,Berlin,Germany,52.52,13.405,2020-11,24251,2020-06,5
T54623,2022-10-08,C239,Tablet,1.0,519.1465190119866,Creditcard,Completed,519.1465190119866,Low,Saturday,Michael,Branch C,Paris,France,48.8566,2.3522,2022-10,24274,2021-02,20
T54627,2020-08-19,C4387,Laptop,1.0,421.8066702609367,Creditcard,Pending,421.8066702609367,Low,Wednesday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2020-08,24248,2020-03,5
T54630,2024-05-09,C2007,Smartphone,9.0,527.445927875622,Creditcard,Not specified,4747.013350880598,Medium,Thursday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2024-05,24293,2020-05,48
T54649,2022-11-20,C027,Tablet,4.0,519.1465190119866,Creditcard,Completed,2076.5860760479463,Medium,Sunday,Michael,Branch C,Paris,France,48.8566,2.3522,2022-11,24275,2020-12,23
T54654,2024-02-01,C2739,Smartphone,1.0,527.445927875622,Creditcard,Completed,527.445927875622,Low,Thursday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2024-02,24290,2021-06,32
T54655,2024-09-14,C4767,Laptop,926.0,773.0328636105546,Paypal,Completed,715828.4317033736,High,Saturday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2024-09,24297,2020-05,52
T54657,2024-03-15,C3579,Coffee Machine,3.0,520.8493387401068,Paypal,Pending,1562.5480162203203,Medium,Friday,John,Branch B,Berlin,Germany,52.52,13.405,2024-03,24291,2022-05,22
T54661,2021-05-22,C649,Coffee Machine,1.0,520.8493387401068,Cash,Not specified,520.8493387401068,Low,Saturday,John,Branch B,Berlin,Germany,52.52,13.405,2021-05,24257,2021-01,4
T54665,2022-10-27,C4915,Smartphone,4.0,527.445927875622,Cash,Completed,2109.783711502488,Medium,Thursday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2022-10,24274,2020-07,27
T54666,2020-08-15,C4561,Coffee Machine,1.0,520.8493387401068,Paypal,Failed,520.8493387401068,Low,Saturday,John,Branch B,Berlin,Germany,52.52,13.405,2020-08,24248,2020-08,0
T54668,2024-02-26,C3663,Coffee Machine,410.0,520.8493387401068,Paypal,Completed,213548.22888344378,High,Monday,John,Branch B,Berlin,Germany,52.52,13.405,2024-02,24290,2020-08,42
T54669,2022-12-26,C1290,Smartphone,6.0,417.67,Creditcard,Failed,2506.02,Medium,Monday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2022-12,24276,2020-06,30
T54672,2022-08-11,C2217,Tablet,10.0,519.1465190119866,Paypal,Not specified,5191.465190119866,Medium,Thursday,Michael,Branch C,Paris,France,48.8566,2.3522,2022-08,24272,2020-02,30
T54673,2022-03-24,C511,Tablet,1.0,519.1465190119866,Creditcard,Completed,519.1465190119866,Low,Thursday,Michael,Branch C,Paris,France,48.8566,2.3522,2022-03,24267,2020-01,26
T54678,2024-08-18,C769,Tablet,148.0,519.1465190119866,Creditcard,Completed,76833.68481377402,High,Sunday,Michael,Branch C,Paris,France,48.8566,2.3522,2024-08,24296,2020-07,49
T54680,2021-10-04,C2330,Laptop,9.0,524.3963263783307,Cash,Completed,4719.566937404977,Medium,Monday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2021-10,24262,2020-06,16
T54681,2022-11-30,C1517,Tablet,184.0,766.1600266928242,Paypal,Failed,140973.44491147966,High,Wednesday,Michael,Branch C,Paris,France,48.8566,2.3522,2022-11,24275,2020-04,31
T54682,2020-02-05,C4011,Tablet,1.0,211.14894112677288,Paypal,Failed,211.14894112677288,Low,Wednesday,Michael,Branch C,Paris,France,48.8566,2.3522,2020-02,24242,2020-01,1
T54683,2021-01-02,C3735,Smartphone,1.0,527.445927875622,Paypal,Not specified,527.445927875622,Low,Saturday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2021-01,24253,2020-04,9
T54695,2025-01-03,C1139,Laptop,841.0,139.49198940848885,Paypal,Completed,117312.76309253913,High,Friday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2025-01,24301,2021-02,47
T54699,2024-02-26,C2568,Smartphone,1.0,87.33369428410823,Creditcard,Completed,87.33369428410823,Low,Monday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2024-02,24290,2020-02,48
T54700,2024-08-15,C4086,Coffee Machine,1.0,392.2109466729845,Paypal,Completed,392.2109466729845,Low,Thursday,John,Branch B,Berlin,Germany,52.52,13.405,2024-08,24296,2020-05,51
T54711,2021-10-04,C2009,Headphones,1.0,528.3910851569777,Paypal,Not specified,528.3910851569777,Low,Monday,John,Branch B,Vienna,Austria,48.2082,16.3738,2021-10,24262,2021-09,1
T54714,2023-09-07,C1136,Tablet,1.0,519.1465190119866,Creditcard,Pending,519.1465190119866,Low,Thursday,Michael,Branch C,Paris,France,48.8566,2.3522,2023-09,24285,2020-06,39
T54716,2021-03-18,C1246,Headphones,452.0,539.8228221044322,Paypal,Failed,243999.91559120337,High,Thursday,John,Branch B,Vienna,Austria,48.2082,16.3738,2021-03,24255,2020-11,4
T54717,2021-10-23,C154,Coffee Machine,311.0,520.8493387401068,Creditcard,Completed,161984.1443481732,High,Saturday,John,Branch B,Berlin,Germany,52.52,13.405,2021-10,24262,2021-02,8
T54718,2023-02-01,C4427,Laptop,315.0,524.3963263783307,Cash,Pending,165184.84280917418,High,Wednesday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2023-02,24278,2020-01,37
