customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_Score,Segment
C3057,86,8,643931.6722644523,3,3,2,332,Champions
C3058,278,6,8956.143526175158,2,2,1,221,At Risk
C3059,69,8,1222077.8728198041,3,3,3,333,Champions
C306,154,4,2013.0449714825795,2,1,1,211,Sleeping
C3060,24,7,904356.0942433104,3,3,3,333,Champions
C3061,167,3,470687.48194898537,2,1,2,212,Sleeping
C3062,26,6,1173693.9601196786,3,2,3,323,Champions
C3063,270,6,848831.0035171058,2,2,3,223,At Risk
C3064,99,8,502348.29911217553,3,3,2,332,Champions
C3065,63,13,1558520.6311507947,3,3,3,333,Champions
C3066,935,2,6302.9842897993785,1,1,1,111,Sleeping
C3067,148,5,821574.917226973,2,2,3,223,At Risk
C3068,204,6,753907.1091097178,2,2,3,223,At Risk
C3069,232,9,694312.2977942992,2,3,3,233,At Risk
C307,153,5,199327.62569319576,2,2,1,221,At Risk
C3070,584,5,363852.3600167261,1,2,2,122,At Risk
C3071,1153,3,720402.0233788993,1,1,3,113,Sleeping
C3072,35,7,802213.1272651869,3,3,3,333,Champions
C3073,75,2,2777.5054890390015,3,1,1,311,Newbies
C3074,448,7,766384.5314001709,1,3,3,133,At Risk
C3075,236,5,500138.54032331344,2,2,2,222,At Risk
C3076,548,3,149606.64313690207,1,1,1,111,Sleeping
C3077,894,3,1319.8164985224855,1,1,1,111,Sleeping
C3078,108,8,290789.0971826451,3,3,2,332,Champions
C3079,313,4,696904.2870119252,2,1,3,213,Sleeping
C308,1303,4,521368.65518341353,1,1,2,112,Sleeping
C3080,119,5,515883.12620101246,3,2,2,322,Champions
C3081,104,7,30664.255058020342,3,3,1,331,Sleeping
C3082,286,5,2971.253142585353,2,2,1,221,At Risk
C3083,191,3,240083.52539795448,2,1,1,211,Sleeping
C3084,439,4,605705.2033804476,1,1,2,112,Sleeping
C3085,69,5,279053.01568609284,3,2,2,322,Champions
C3086,625,3,6112.052327850878,1,1,1,111,Sleeping
C3087,196,8,1544233.7222813456,2,3,3,233,At Risk
C3088,521,3,794478.6652680472,1,1,3,113,Sleeping
C3089,594,7,750331.4736061209,1,3,3,133,At Risk
C309,266,4,324022.12254325236,2,1,2,212,Sleeping
C3090,140,5,4804.717009214554,2,2,1,221,At Risk
C3091,1254,3,722346.7445772504,1,1,3,113,Sleeping
C3092,77,5,475932.20379593596,3,2,2,322,Champions
C3093,298,5,274108.5283951159,2,2,1,221,At Risk
C3094,547,7,1477624.437446963,1,3,3,133,At Risk
C3095,239,6,392265.0997618366,2,2,2,222,At Risk
C3096,319,10,701222.6795392277,2,3,3,233,At Risk
C3097,472,5,682698.8262741357,1,2,3,123,At Risk
C3098,1101,3,490340.8958138506,1,1,2,112,Sleeping
C3099,175,4,201184.50529663172,2,1,1,211,Sleeping
C310,115,9,1709499.2723424667,3,3,3,333,Champions
C3100,184,7,498321.4770937481,2,3,2,232,At Risk
C3101,223,9,1399829.3107974327,2,3,3,233,At Risk
C3102,78,4,254007.14983838348,3,1,1,311,Newbies
C3103,229,11,1048026.9371667824,2,3,3,233,At Risk
C3104,142,3,731528.4241958156,2,1,3,213,Sleeping
C3105,72,7,908839.8783975585,3,3,3,333,Champions
C3106,569,5,692646.028328816,1,2,3,123,At Risk
C3107,568,4,4060.8414092983217,1,1,1,111,Sleeping
C3108,242,7,494345.3643425209,2,3,2,232,At Risk
C3109,100,2,252898.3112879974,3,1,1,311,Newbies
C311,128,8,1093485.818494916,2,3,3,233,At Risk
C3110,658,5,6758.313114336843,1,2,1,121,At Risk
C3111,9,6,672954.0060361164,3,2,3,323,Champions
C3112,68,7,2067224.1013621362,3,3,3,333,Champions
C3113,543,2,1321.4229483895779,1,1,1,111,Sleeping
C3114,37,5,821993.9893167093,3,2,3,323,Champions
C3115,187,5,307108.52857709234,2,2,2,222,At Risk
C3116,173,8,855984.8880459865,2,3,3,233,At Risk
C3117,717,5,156570.51115737177,1,2,1,121,At Risk
C3118,420,5,8889.78847671695,1,2,1,121,At Risk
C3119,207,5,405185.4333149406,2,2,2,222,At Risk
C312,301,5,331372.49500590796,2,2,2,222,At Risk
C3120,140,7,623304.1714175246,2,3,2,232,At Risk
C3121,459,4,438889.9552934302,1,1,2,112,Sleeping
C3122,994,1,1048.7926527566615,1,1,1,111,Sleeping
C3123,357,6,361737.2359148418,1,2,2,122,At Risk
C3124,218,4,915596.387349502,2,1,3,213,Sleeping
C3125,160,7,251866.27066925546,2,3,1,231,At Risk
C3126,26,10,337559.9613618542,3,3,2,332,Champions
C3127,82,6,1274803.628258964,3,2,3,323,Champions
C3128,157,5,10012.810619953318,2,2,1,221,At Risk
C3129,329,8,645302.5769286322,2,3,2,232,At Risk
C313,14,7,786722.8049841784,3,3,3,333,Champions
C3130,486,6,482920.7815289717,1,2,2,122,At Risk
C3131,218,7,499042.87287736585,2,3,2,232,At Risk
C3132,64,12,1044565.9495640516,3,3,3,333,Champions
C3133,12,3,599871.5372607072,3,1,2,312,Newbies
C3134,330,5,846497.8265705524,2,2,3,223,At Risk
C3135,236,8,1083303.7503585152,2,3,3,233,At Risk
C3136,257,7,154448.89422095235,2,3,1,231,At Risk
C3137,367,5,5864.0208682506445,1,2,1,121,At Risk
C3138,577,7,895098.4767756019,1,3,3,133,At Risk
C3139,338,6,81786.36248929083,2,2,1,221,At Risk
C314,123,6,829841.9788085234,3,2,3,323,Champions
C3140,79,12,1320278.579671313,3,3,3,333,Champions
C3141,34,3,324365.48582032655,3,1,2,312,Newbies
C3142,19,8,1078790.1419459742,3,3,3,333,Champions
C3143,610,6,579433.0518028148,1,2,2,122,At Risk
C3144,37,8,278156.10453921295,3,3,2,332,Champions
C3145,261,4,267049.9407594639,2,1,1,211,Sleeping
C3146,109,8,1716556.8407548356,3,3,3,333,Champions
C3147,93,7,1214726.557930178,3,3,3,333,Champions
C3148,8,9,1025939.5993835744,3,3,3,333,Champions
C3149,665,5,1023005.771347319,1,2,3,123,At Risk
C315,483,6,172040.84435286565,1,2,1,121,At Risk
C3150,130,11,1019714.2458827898,2,3,3,233,At Risk
C3151,722,4,6336.698263105086,1,1,1,111,Sleeping
C3152,5,4,12724.321338121426,3,1,1,311,Newbies
C3153,261,8,507841.2865559004,2,3,2,232,At Risk
C3154,748,5,678085.4484604532,1,2,3,123,At Risk
C3155,103,4,499944.07647264947,3,1,2,312,Newbies
C3156,531,6,506406.4417792564,1,2,2,122,At Risk
C3157,107,4,435748.20747691207,3,1,2,312,Newbies
C3158,212,8,816305.0641578111,2,3,3,233,At Risk
C3159,1447,3,4122.381246774076,1,1,1,111,Sleeping
C316,189,9,1130913.5459760178,2,3,3,233,At Risk
C3160,931,4,2096.778028066049,1,1,1,111,Sleeping
C3161,6,2,56036.36773309465,3,1,1,311,Newbies
C3162,278,8,246996.80145820876,2,3,1,231,At Risk
C3163,66,5,904896.7215681941,3,2,3,323,Champions
C3164,36,6,598873.5667345823,3,2,2,322,Champions
C3165,77,8,607483.1141257634,3,3,2,332,Champions
C3166,211,5,574259.4754836108,2,2,2,222,At Risk
C3167,366,8,765832.8412793762,1,3,3,133,At Risk
C3168,502,6,548414.7751079815,1,2,2,122,At Risk
C3169,1152,2,85225.03338185194,1,1,1,111,Sleeping
C317,244,7,844299.7770644119,2,3,3,233,At Risk
C3170,379,5,248851.05715963108,1,2,1,121,At Risk
C3171,766,5,499970.13615706307,1,2,2,122,At Risk
C3172,114,5,821693.0417504412,3,2,3,323,Champions
C3173,215,4,5561.456309778339,2,1,1,211,Sleeping
C3174,447,7,540566.2515293395,1,3,2,132,At Risk
C3175,227,5,224345.04446890255,2,2,1,221,At Risk
C3176,1529,1,5191.465190119866,1,1,1,111,Sleeping
C3177,646,4,8434.817530794086,1,1,1,111,Sleeping
C3178,214,8,168041.9781290994,2,3,1,231,At Risk
C3179,581,7,730091.8744773899,1,3,3,133,At Risk
C318,128,9,1288641.5796700222,2,3,3,233,At Risk
C3180,230,7,815123.8402872932,2,3,3,233,At Risk
C3181,305,6,1049230.642119354,2,2,3,223,At Risk
C3182,284,6,233102.10356074333,2,2,1,221,At Risk
C3183,34,9,645979.5418364299,3,3,2,332,Champions
C3184,390,8,1540960.5518913183,1,3,3,133,At Risk
C3185,35,6,1523595.9499947112,3,2,3,323,Champions
C3186,39,4,642856.0041625423,3,1,2,312,Newbies
C3187,553,7,719476.108709183,1,3,3,133,At Risk
C3188,1011,4,235323.02083597975,1,1,1,111,Sleeping
C3189,1332,3,463036.70638469973,1,1,2,112,Sleeping
C319,216,8,1540817.0011386005,2,3,3,233,At Risk
C3190,167,6,876322.1621423628,2,2,3,223,At Risk
C3191,265,1,1038.2930380239732,2,1,1,211,Sleeping
C3192,444,8,127282.30439080077,1,3,1,131,At Risk
C3193,124,6,1120470.1801314005,3,2,3,323,Champions
C3194,807,4,4992.785198315354,1,1,1,111,Sleeping
C3195,148,2,411607.41077114065,2,1,2,212,Sleeping
C3196,123,2,5567.514950685288,3,1,1,311,Newbies
C3197,70,4,283458.6286767648,3,1,2,312,Newbies
C3198,231,7,1009423.5331402889,2,3,3,233,At Risk
C3199,786,6,502506.20655129116,1,2,2,122,At Risk
C320,682,6,498766.4776026126,1,2,2,122,At Risk
C3200,224,7,735964.9851842409,2,3,3,233,At Risk
C3201,140,4,55187.47359364348,2,1,1,211,Sleeping
C3202,38,5,742389.1509129783,3,2,3,323,Champions
C3203,260,3,56110.85469362181,2,1,1,211,Sleeping
C3204,492,3,6085.9264512758045,1,1,1,111,Sleeping
C3205,145,5,373958.1942133977,2,2,2,222,At Risk
C3206,85,7,761075.6218287403,3,3,3,333,Champions
C3207,492,5,236155.78812217392,1,2,1,121,At Risk
C3208,438,6,1485565.3071332863,1,2,3,123,At Risk
C3209,260,8,64362.22709147557,2,3,1,231,At Risk
C321,201,5,4356.565725149763,2,2,1,221,At Risk
C3210,1008,3,5265.841511067258,1,1,1,111,Sleeping
C3211,86,9,67543.42931073914,3,3,1,331,Sleeping
C3212,81,7,343819.9338722993,3,3,2,332,Champions
C3213,538,3,297528.5164271932,1,1,2,112,Sleeping
C3214,166,2,341124.5879772054,2,1,2,212,Sleeping
C3215,221,1,178819.14729501077,2,1,1,211,Sleeping
C3216,652,5,820857.1552258527,1,2,3,123,At Risk
C3217,25,8,96881.74372353457,3,3,1,331,Sleeping
C3218,504,7,424992.1846027729,1,3,2,132,At Risk
C3219,478,7,1079344.3986021318,1,3,3,133,At Risk
C322,54,4,417942.0583018466,3,1,2,312,Newbies
C3220,7,6,189641.38391753458,3,2,1,321,Sleeping
C3221,396,2,1592.5761406815554,1,1,1,111,Sleeping
C3222,747,4,8845.70997016425,1,1,1,111,Sleeping
C3223,188,8,1229259.3573256515,2,3,3,233,At Risk
C3224,273,8,186084.8944912094,2,3,1,231,At Risk
C3225,356,5,447805.0396484469,1,2,2,122,At Risk
C3226,270,7,1118815.495371771,2,3,3,233,At Risk
C3227,109,6,881332.7344824541,3,2,3,323,Champions
C3228,343,1,623.2179441265113,2,1,1,211,Sleeping
C3229,198,7,846239.7873941672,2,3,3,233,At Risk
C323,209,2,4137.885180576999,2,1,1,211,Sleeping
C3230,25,9,978564.5650213561,3,3,3,333,Champions
C3231,109,5,457593.0589316463,3,2,2,322,Champions
C3232,83,2,2086.944342598651,3,1,1,311,Newbies
C3233,1795,1,549402.8641277979,1,1,2,112,Sleeping
C3234,356,8,857651.6538203958,1,3,3,133,At Risk
C3235,861,2,553667.055477758,1,1,2,112,Sleeping
C3236,468,3,410604.1448148423,1,1,2,112,Sleeping
C3237,370,4,2092.7832692874017,1,1,1,111,Sleeping
C3238,606,5,6964.643416045961,1,2,1,121,At Risk
C3239,72,4,4742.590332795503,3,1,1,311,Newbies
C324,841,5,288265.23688988393,1,2,2,122,At Risk
C3240,1059,2,279627.76304740575,1,1,2,112,Sleeping
C3241,919,1,1562.5480162203203,1,1,1,111,Sleeping
C3242,27,9,940117.4590594316,3,3,3,333,Champions
C3243,256,5,948564.6475624606,2,2,3,223,At Risk
C3244,188,5,211861.67569971515,2,2,1,221,At Risk
C3245,366,5,1231190.0855016543,1,2,3,123,At Risk
C3246,96,5,308668.98086925934,3,2,2,322,Champions
C3247,366,8,1616864.717796649,1,3,3,133,At Risk
C3248,503,6,154749.35991575924,1,2,1,121,At Risk
C3249,9,5,1077623.9024580708,3,2,3,323,Champions
C325,205,8,561885.0315349012,2,3,2,232,At Risk
C3250,1427,5,9172.974637013307,1,2,1,121,At Risk
C3251,126,8,798829.5250822407,3,3,3,333,Champions
C3252,192,6,242520.68797405242,2,2,1,221,At Risk
C3253,146,11,1254337.875263475,2,3,3,233,At Risk
C3254,95,7,834872.3284023897,3,3,3,333,Champions
C3255,5,2,2855.164340627911,3,1,1,311,Newbies
C3256,198,7,427428.4970588835,2,3,2,232,At Risk
C3257,392,9,585170.9659024429,1,3,2,132,At Risk
C3258,350,6,399326.42294285377,2,2,2,222,At Risk
C3259,53,10,17902.73657572193,3,3,1,331,Sleeping
C326,364,7,437986.6228354686,1,3,2,132,At Risk
C3260,496,2,410644.8965384814,1,1,2,112,Sleeping
C3261,114,4,12296.878816923378,3,1,1,311,Newbies
C3262,378,6,3883.8703797523335,1,2,1,121,At Risk
C3263,58,6,376854.9739608181,3,2,2,322,Champions
C3264,445,7,883179.5359687572,1,3,3,133,At Risk
C3265,6,5,2271.0739543267373,3,2,1,321,Sleeping
C3266,57,7,1887254.0680338726,3,3,3,333,Champions
C3267,386,5,399690.75479544274,1,2,2,122,At Risk
C3268,234,7,878074.424576151,2,3,3,233,At Risk
C3269,32,5,540379.2623269131,3,2,2,322,Champions
C327,129,7,229319.59948882993,2,3,1,231,At Risk
C3270,84,5,467538.9064959811,3,2,2,322,Champions
C3271,358,3,2860.9119272789717,1,1,1,111,Sleeping
C3272,100,5,606481.3955371005,3,2,2,322,Champions
C3273,82,5,483001.27755308966,3,2,2,322,Champions
C3274,571,6,1003724.1403740046,1,2,3,123,At Risk
C3275,592,8,384982.5364038332,1,3,2,132,At Risk
C3276,144,4,827942.0629040328,2,1,3,213,Sleeping
C3277,73,9,1409979.4510541062,3,3,3,333,Champions
C3278,123,8,835395.2909327861,3,3,3,333,Champions
C3279,121,4,3052.6639270475553,3,1,1,311,Newbies
C328,349,7,229650.93476896393,2,3,1,231,At Risk
C3280,386,4,236034.55900963006,1,1,1,111,Sleeping
C3281,90,7,1700372.9577579165,3,3,3,333,Champions
C3282,75,8,545760.248045895,3,3,2,332,Champions
C3283,1128,3,131859.81510208012,1,1,1,111,Sleeping
C3284,426,8,976467.6636666079,1,3,3,133,At Risk
C3285,903,4,6321.05172564383,1,1,1,111,Sleeping
C3286,622,5,447535.6522998014,1,2,2,122,At Risk
C3287,42,6,7459.423832284405,3,2,1,321,Sleeping
C3288,46,10,246411.71737063324,3,3,1,331,Sleeping
C3289,62,4,668482.4536394831,3,1,3,313,Newbies
C329,281,6,813085.526121476,2,2,3,223,At Risk
C3290,154,8,1340737.4062945158,2,3,3,233,At Risk
C3291,301,8,181768.46269682038,2,3,1,231,At Risk
C3292,561,2,189655.12519275403,1,1,1,111,Sleeping
C3293,26,8,1382394.9494387067,3,3,3,333,Champions
C3294,10,3,7868.9944971722525,3,1,1,311,Newbies
C3295,254,3,1505.1679966511063,2,1,1,211,Sleeping
C3296,345,3,52475.77366661829,2,1,1,211,Sleeping
C3297,5,8,7544.424812381176,3,3,1,331,Sleeping
C3298,487,4,841233.9315623372,1,1,3,113,Sleeping
C3299,641,5,11872.022734254144,1,2,1,121,At Risk
C330,160,9,972192.4832892129,2,3,3,233,At Risk
C3300,530,3,723296.4997477554,1,1,3,113,Sleeping
C3301,27,7,64049.94310956362,3,3,1,331,Sleeping
C3302,744,9,464336.10072567174,1,3,2,132,At Risk
C3303,468,5,602084.2294592822,1,2,2,122,At Risk
C3304,246,6,310632.72958046326,2,2,2,222,At Risk
C3305,21,4,5793.605797768208,3,1,1,311,Newbies
C3306,394,5,103526.9244468493,1,2,1,121,At Risk
C3307,89,6,148213.53891892586,3,2,1,321,Sleeping
C3308,62,10,966409.6850049587,3,3,3,333,Champions
C3309,238,5,12512.390266032897,2,2,1,221,At Risk
C331,512,6,69406.14176074755,1,2,1,121,At Risk
C3310,137,8,612379.7268581139,2,3,2,232,At Risk
C3311,147,8,944783.0520321871,2,3,3,233,At Risk
C3312,609,4,448840.00187233265,1,1,2,112,Sleeping
C3313,142,4,1079415.6062739054,2,1,3,213,Sleeping
C3314,47,7,562274.4739693117,3,3,2,332,Champions
C3315,318,4,434177.81729162065,2,1,2,212,Sleeping
C3316,428,6,394338.1651419077,1,2,2,122,At Risk
C3317,43,9,1134472.9185160524,3,3,3,333,Champions
C3318,241,6,595656.9241380659,2,2,2,222,At Risk
C3319,436,3,1571.933930547295,1,1,1,111,Sleeping
C332,106,7,1579747.8030243907,3,3,3,333,Champions
C3320,341,4,110490.6750698246,2,1,1,211,Sleeping
C3321,591,4,2517.220404625683,1,1,1,111,Sleeping
C3322,696,5,292618.8038903697,1,2,2,122,At Risk
C3323,508,4,74992.21007665456,1,1,1,111,Sleeping
C3324,567,4,537994.0293867915,1,1,2,112,Sleeping
C3325,299,6,99972.70864000054,2,2,1,221,At Risk
C3326,27,5,500280.21844802075,3,2,2,322,Champions
C3327,814,2,113394.77529026415,1,1,1,111,Sleeping
C3328,459,1,662.2324469056339,1,1,1,111,Sleeping
C3329,289,9,158146.987001414,2,3,1,231,At Risk
C333,210,4,429415.571878518,2,1,2,212,Sleeping
C3330,4,9,1236986.90302799,3,3,3,333,Champions
C3331,46,7,1218114.567903966,3,3,3,333,Champions
C3332,40,6,598016.8227836359,3,2,2,322,Champions
C3333,988,4,3691.135383215723,1,1,1,111,Sleeping
C3334,1302,1,3488.5313262637296,1,1,1,111,Sleeping
C3335,233,5,1310624.5207180292,2,2,3,223,At Risk
C3336,323,7,318531.6772086841,2,3,2,232,At Risk
C3337,1566,2,335528.3390746809,1,1,2,112,Sleeping
C3338,183,6,399820.7687005657,2,2,2,222,At Risk
C3339,332,4,262987.82969027245,2,1,1,211,Sleeping
C334,210,5,556269.8162820197,2,2,2,222,At Risk
C3340,132,5,1032391.0591429633,2,2,3,223,At Risk
C3341,152,1,3645.9453711807473,2,1,1,211,Sleeping
C3342,235,6,451807.38142872625,2,2,2,222,At Risk
C3343,199,8,695452.4143070985,2,3,3,233,At Risk
C3344,3,5,477270.8857044202,3,2,2,322,Champions
C3345,252,4,237608.1264330548,2,1,1,211,Sleeping
C3346,1131,1,520.8493387401068,1,1,1,111,Sleeping
C3347,238,6,864139.4357635494,2,2,3,223,At Risk
C3348,93,8,749673.6709972889,3,3,3,333,Champions
C3349,670,6,661312.5747886748,1,2,3,123,At Risk
C335,465,4,619371.0367860006,1,1,2,112,Sleeping
C3350,310,3,747574.155295144,2,1,3,213,Sleeping
C3351,276,4,486033.69484711444,2,1,2,212,Sleeping
C3352,730,5,54218.20634935399,1,2,1,121,At Risk
C3353,253,4,580312.2873632223,2,1,2,212,Sleeping
C3354,778,5,953013.807719065,1,2,3,123,At Risk
C3355,226,4,380991.5072666254,2,1,2,212,Sleeping
C3356,306,5,963637.1532011908,2,2,3,223,At Risk
C3357,497,5,1067900.5600938064,1,2,3,123,At Risk
C3358,399,5,12849.353109329797,1,2,1,121,At Risk
C3359,122,3,3689.071893632063,3,1,1,311,Newbies
C336,210,5,2720.670195938218,2,2,1,221,At Risk
C3360,195,5,192276.98640456854,2,2,1,221,At Risk
C3361,992,3,12606.723949343468,1,1,1,111,Sleeping
C3362,28,6,459897.88282829995,3,2,2,322,Champions
C3363,573,4,487072.0131041122,1,1,2,112,Sleeping
C3364,29,8,684139.9118013157,3,3,3,333,Champions
C3365,565,3,274333.3588312992,1,1,1,111,Sleeping
C3366,30,6,208151.9951823133,3,2,1,321,Sleeping
C3367,15,6,177744.46938309475,3,2,1,321,Sleeping
C3368,10,7,367239.1539836509,3,3,2,332,Champions
C3369,30,8,267654.0675124606,3,3,1,331,Sleeping
C337,25,6,1128294.1003887095,3,2,3,323,Champions
C3370,565,6,523245.50932710967,1,2,2,122,At Risk
C3371,30,9,771199.534229103,3,3,3,333,Champions
C3372,371,4,8027.56902457035,1,1,1,111,Sleeping
C3373,156,6,103856.52130435347,2,2,1,221,At Risk
C3374,490,7,431116.54439202143,1,3,2,132,At Risk
C3375,72,4,725402.059072864,3,1,3,313,Newbies
C3376,745,5,264378.0405800364,1,2,1,121,At Risk
C3377,799,4,827780.7132096749,1,1,3,113,Sleeping
C3378,181,6,987641.2381774974,2,2,3,223,At Risk
C3379,158,3,422965.88547247153,2,1,2,212,Sleeping
C338,12,5,11122.258954610961,3,2,1,321,Sleeping
C3380,131,10,788441.7011636426,2,3,3,233,At Risk
C3381,884,6,1010563.0834030603,1,2,3,123,At Risk
C3382,73,10,460478.84160290955,3,3,2,332,Champions
C3383,1165,5,7241.708636383801,1,2,1,121,At Risk
C3384,7,9,326340.55444936565,3,3,2,332,Champions
C3385,194,6,638139.0279486295,2,2,2,222,At Risk
C3386,206,7,497299.49571374705,2,3,2,232,At Risk
C3387,225,5,13936.863854354944,2,2,1,221,At Risk
C3388,371,4,2381.4513414650037,1,1,1,111,Sleeping
C3389,765,3,522808.3592379256,1,1,2,112,Sleeping
C339,260,4,6444.693087761749,2,1,1,211,Sleeping
C3390,266,3,403914.9363063995,2,1,2,212,Sleeping
C3391,70,7,1199004.814846035,3,3,3,333,Champions
C3392,164,9,821337.0004997958,2,3,3,233,At Risk
C3393,279,8,123924.87329905135,2,3,1,231,At Risk
C3394,610,4,210073.74723487094,1,1,1,111,Sleeping
C3395,631,6,14270.022695155867,1,2,1,121,At Risk
C3396,372,4,941999.0319404121,1,1,3,113,Sleeping
C3397,87,2,484855.71573009394,3,1,2,312,Newbies
C3398,85,9,600346.2540954069,3,3,2,332,Champions
C3399,527,4,5232.02738096149,1,1,1,111,Sleeping
C340,155,3,10729.369532822657,2,1,1,211,Sleeping
C3400,409,7,447585.83286761364,1,3,2,132,At Risk
C3401,280,7,797774.3050880238,2,3,3,233,At Risk
C3402,2,10,519803.5276850887,3,3,2,332,Champions
C3403,8,3,61554.63831920782,3,1,1,311,Newbies
C3405,276,6,620626.0527001887,2,2,2,222,At Risk
C3406,63,2,1071.8921501413433,3,1,1,311,Newbies
C3407,251,6,852545.4030035719,2,2,3,223,At Risk
C3408,1128,4,330813.7817858263,1,1,2,112,Sleeping
C3409,268,7,850226.0303609523,2,3,3,233,At Risk
C341,301,6,69306.46277382223,2,2,1,221,At Risk
C3410,448,5,196142.10952256192,1,2,1,121,At Risk
C3411,307,3,333223.37589360593,2,1,2,212,Sleeping
C3412,54,7,334867.0376815234,3,3,2,332,Champions
C3413,901,5,421695.40423229645,1,2,2,122,At Risk
C3414,270,6,681950.5188368579,2,2,3,223,At Risk
C3415,48,11,423456.71391730546,3,3,2,332,Champions
C3416,323,5,494055.76741037914,2,2,2,222,At Risk
C3417,436,7,281160.43070946547,1,3,2,132,At Risk
C3418,165,3,482996.57533300814,2,1,2,212,Sleeping
C3419,226,6,361402.1334087084,2,2,2,222,At Risk
C342,490,6,1038030.028999041,1,2,3,123,At Risk
C3420,12,6,504012.70138652023,3,2,2,322,Champions
C3421,102,10,914223.1136998042,3,3,3,333,Champions
C3422,585,4,116925.38546537093,1,1,1,111,Sleeping
C3423,9,5,125050.79006103208,3,2,1,321,Sleeping
C3424,44,7,5421.028427806404,3,3,1,331,Sleeping
C3425,95,8,540541.7239137,3,3,2,332,Champions
C3426,140,9,277833.15148090443,2,3,2,232,At Risk
C3427,75,10,890247.7905962985,3,3,3,333,Champions
C3428,384,4,529779.5789282516,1,1,2,112,Sleeping
C3429,626,4,640166.6556774846,1,1,2,112,Sleeping
C343,253,7,671982.8398955204,2,3,3,233,At Risk
C3430,158,4,746500.3512790594,2,1,3,213,Sleeping
C3431,392,6,461286.0544764537,1,2,2,122,At Risk
C3432,321,5,224517.44382181505,2,2,1,221,At Risk
C3433,286,6,1427954.5817443219,2,2,3,223,At Risk
C3434,495,3,554680.488966291,1,1,2,112,Sleeping
C3435,284,4,9961.435711287852,2,1,1,211,Sleeping
C3436,216,8,566103.1331199625,2,3,2,232,At Risk
C3437,807,2,6310.526036216249,1,1,1,111,Sleeping
C3438,8,7,203112.36161014516,3,3,1,331,Sleeping
C3439,151,8,78274.1003054374,2,3,1,231,At Risk
C344,65,7,816343.7912237777,3,3,3,333,Champions
C3440,688,5,917513.9848519249,1,2,3,123,At Risk
C3441,16,4,376095.8206110843,3,1,2,312,Newbies
C3442,23,6,612552.1109724652,3,2,2,322,Champions
C3443,174,3,8542.789028619838,2,1,1,211,Sleeping
C3444,564,1,88774.05475104971,1,1,1,111,Sleeping
C3445,224,7,447303.4561900561,2,3,2,232,At Risk
C3446,263,8,681182.1603572707,2,3,3,233,At Risk
C3447,624,6,308817.244817672,1,2,2,122,At Risk
C3448,132,7,618104.8654397449,2,3,2,232,At Risk
C3449,390,2,1055.8370130325998,1,1,1,111,Sleeping
C345,291,3,1576.2385806322836,2,1,1,211,Sleeping
C3450,349,6,264858.0172510802,2,2,1,221,At Risk
C3451,359,5,360852.53853955504,1,2,2,122,At Risk
C3452,310,6,7636.939934184555,2,2,1,221,At Risk
C3453,489,7,808648.928099898,1,3,3,133,At Risk
C3454,4,5,10633.080463540668,3,2,1,321,Sleeping
C3455,109,7,455992.58693737513,3,3,2,332,Champions
C3456,30,14,351120.9779766969,3,3,2,332,Champions
C3457,98,8,378747.79301812226,3,3,2,332,Champions
C3458,132,9,1023434.2101783953,2,3,3,233,At Risk
C3459,1726,1,559094.9047148646,1,1,2,112,Sleeping
C346,352,5,47567.70800293477,1,2,1,121,At Risk
C3460,826,1,4214.515717564306,1,1,1,111,Sleeping
C3461,1097,5,435120.15941971744,1,2,2,122,At Risk
C3462,442,5,19890.38198014356,1,2,1,121,At Risk
C3463,449,6,544486.9873261239,1,2,2,122,At Risk
C3464,426,5,278906.3125880263,1,2,2,122,At Risk
C3465,273,5,752004.6609644087,2,2,3,223,At Risk
C3466,221,3,7695.9918384944585,2,1,1,211,Sleeping
C3467,760,6,4367.546786816119,1,2,1,121,At Risk
C3468,1067,4,1030864.150561752,1,1,3,113,Sleeping
C3469,173,4,401333.7696645886,2,1,2,212,Sleeping
C347,140,8,395935.1228319786,2,3,2,232,At Risk
C3470,174,4,878307.9332915812,2,1,3,213,Sleeping
C3471,704,4,461778.49471810355,1,1,2,112,Sleeping
C3472,210,6,685969.2320230913,2,2,3,223,At Risk
C3473,1044,3,293759.02704942017,1,1,2,112,Sleeping
C3474,447,2,1218.6364890355258,1,1,1,111,Sleeping
C3475,29,8,734515.0366959082,3,3,3,333,Champions
C3476,15,9,112298.98646275843,3,3,1,331,Sleeping
C3477,209,7,225074.30821979657,2,3,1,231,At Risk
C3478,105,7,658143.9734400702,3,3,2,332,Champions
C3479,477,5,279769.11437036726,1,2,2,122,At Risk
C348,105,9,523979.83872146107,3,3,2,332,Champions
C3480,163,4,6083.906524679202,2,1,1,211,Sleeping
C3481,642,2,199996.8493699072,1,1,1,111,Sleeping
C3482,217,3,565643.4558891752,2,1,2,212,Sleeping
C3483,1034,1,195199.09114850697,1,1,1,111,Sleeping
C3484,152,8,1346128.0834191656,2,3,3,233,At Risk
C3485,595,7,8256.38931926247,1,3,1,131,At Risk
C3486,116,2,166180.826484852,3,1,1,311,Newbies
C3487,397,2,18749.974855095992,1,1,1,111,Sleeping
C3488,67,5,381918.49334212183,3,2,2,322,Champions
C3489,262,4,2613.6326080275085,2,1,1,211,Sleeping
C349,574,4,166630.18641396478,1,1,1,111,Sleeping
C3490,159,6,914345.8042953443,2,2,3,223,At Risk
C3491,1027,5,492431.5449276919,1,2,2,122,At Risk
